Forest Size, Forest Depth, Patterns threshold, Edges Threshold, Learner, Train Accuracy, Test Accuracy, Test Accuracy (gain), F1_macro, F1_macro (gain), F1_micro, ROC_AUC, ROC_AUC (gain), Patterns Count, Patterns Ratio, Training Time, Pruning Time
100,5,1,0.85,LogisticRegression(max_iter=10000),0.83,0.819,-0.014,0.794,-0.016,0.819,0.784,-0.016,302,0.445,0:00:04.051532,0:00:13.634502
100,5,1,0.8,MultinomialNB(),0.775,0.771,-0.062,0.754,-0.056,0.771,0.76,-0.04,249,0.367,0:00:00.040393,0:00:10.135120
100,5,1,0.8,LinearSVC(max_iter=10000),0.823,0.821,-0.012,0.795,-0.015,0.821,0.785,-0.015,249,0.367,0:01:12.269609,0:00:10.135120
100,5,1,0.8,LogisticRegression(max_iter=10000),0.824,0.824,-0.01,0.798,-0.012,0.824,0.788,-0.012,249,0.367,0:00:02.980590,0:00:10.135120
100,5,1,0.7,MultinomialNB(),0.76,0.752,-0.082,0.736,-0.074,0.752,0.745,-0.055,165,0.243,0:00:00.029989,0:00:07.056829
100,5,1,0.7,LinearSVC(max_iter=10000),0.807,0.806,-0.028,0.778,-0.032,0.806,0.77,-0.03,165,0.243,0:00:39.417336,0:00:07.056829
100,5,1,0.7,LogisticRegression(max_iter=10000),0.808,0.808,-0.026,0.781,-0.029,0.808,0.772,-0.028,165,0.243,0:00:01.887654,0:00:07.056829
100,5,1,0.6,MultinomialNB(),0.733,0.724,-0.11,0.713,-0.097,0.724,0.731,-0.069,77,0.114,0:00:00.018069,0:00:04.726536
100,5,1,0.6,LinearSVC(max_iter=10000),0.794,0.79,-0.044,0.759,-0.051,0.79,0.75,-0.05,77,0.114,0:00:07.712893,0:00:04.726536
100,5,1,0.6,LogisticRegression(max_iter=10000),0.8,0.796,-0.038,0.762,-0.048,0.796,0.75,-0.05,77,0.114,0:00:00.927504,0:00:04.726536
100,5,2,1,MultinomialNB(),0.787,0.78,0,0.755,0,0.78,0.752,0,351,1,0:00:00.053210,0:00:14.845584
100,5,2,1,LinearSVC(max_iter=10000),0.833,0.833,0,0.808,0,0.833,0.797,0,351,1,0:01:40.260225,0:00:14.845584
100,5,2,1,LogisticRegression(max_iter=10000),0.836,0.835,0,0.812,0,0.835,0.802,0,351,1,0:00:06.666388,0:00:14.845584
100,5,2,0.975,MultinomialNB(),0.787,0.779,-0.056,0.755,-0.057,0.779,0.752,-0.05,327,0.932,0:00:00.050349,0:00:13.095035
100,5,2,0.975,LinearSVC(max_iter=10000),0.83,0.828,-0.007,0.803,-0.009,0.828,0.792,-0.01,327,0.932,0:01:45.574713,0:00:13.095035
100,5,2,0.975,LogisticRegression(max_iter=10000),0.833,0.83,-0.005,0.806,-0.006,0.83,0.796,-0.006,327,0.932,0:00:05.809537,0:00:13.095035
100,5,2,0.95,MultinomialNB(),0.787,0.777,-0.058,0.754,-0.058,0.777,0.754,-0.048,291,0.829,0:00:00.046378,0:00:10.941241
100,5,2,0.95,LinearSVC(max_iter=10000),0.829,0.828,-0.007,0.803,-0.009,0.828,0.792,-0.009,291,0.829,0:01:36.831082,0:00:10.941241
100,5,2,0.95,LogisticRegression(max_iter=10000),0.832,0.831,-0.004,0.807,-0.005,0.831,0.797,-0.005,291,0.829,0:00:05.670388,0:00:10.941241
100,5,2,0.925,MultinomialNB(),0.782,0.775,-0.06,0.757,-0.055,0.775,0.762,-0.04,246,0.701,0:00:00.040516,0:00:08.398652
100,5,2,0.925,LinearSVC(max_iter=10000),0.827,0.833,-0.002,0.808,-0.004,0.833,0.796,-0.006,246,0.701,0:00:47.790468,0:00:08.398652
100,5,2,0.925,LogisticRegression(max_iter=10000),0.829,0.83,-0.005,0.806,-0.006,0.83,0.796,-0.006,246,0.701,0:00:03.867836,0:00:08.398652
100,5,2,0.9,MultinomialNB(),0.779,0.772,-0.063,0.756,-0.056,0.772,0.763,-0.039,210,0.598,0:00:00.036182,0:00:06.775842
100,5,2,0.9,LinearSVC(max_iter=10000),0.825,0.831,-0.004,0.807,-0.005,0.831,0.796,-0.006,210,0.598,0:00:56.904907,0:00:06.775842
100,5,2,0.9,LogisticRegression(max_iter=10000),0.826,0.829,-0.006,0.805,-0.006,0.829,0.796,-0.006,210,0.598,0:00:02.335759,0:00:06.775842
100,5,2,0.85,MultinomialNB(),0.772,0.77,-0.065,0.753,-0.058,0.77,0.761,-0.041,175,0.499,0:00:00.030760,0:00:05.234424
100,5,2,0.85,LinearSVC(max_iter=10000),0.822,0.825,-0.01,0.8,-0.012,0.825,0.79,-0.012,175,0.499,0:00:40.378000,0:00:05.234424
100,5,2,0.85,LogisticRegression(max_iter=10000),0.825,0.822,-0.013,0.797,-0.015,0.822,0.787,-0.015,175,0.499,0:00:01.642407,0:00:05.234424
100,5,2,0.8,MultinomialNB(),0.765,0.757,-0.078,0.74,-0.072,0.757,0.747,-0.055,153,0.436,0:00:00.029011,0:00:04.442064
100,5,2,0.8,LinearSVC(max_iter=10000),0.816,0.816,-0.019,0.788,-0.023,0.816,0.778,-0.024,153,0.436,0:00:31.144886,0:00:04.442064
100,5,2,0.8,LogisticRegression(max_iter=10000),0.817,0.813,-0.022,0.786,-0.025,0.813,0.777,-0.025,153,0.436,0:00:01.665445,0:00:04.442064
100,5,2,0.7,MultinomialNB(),0.751,0.741,-0.095,0.726,-0.086,0.741,0.738,-0.064,105,0.299,0:00:00.021644,0:00:03.204322
100,5,2,0.7,LinearSVC(max_iter=10000),0.799,0.799,-0.037,0.772,-0.04,0.799,0.764,-0.038,105,0.299,0:00:12.997523,0:00:03.204322
100,5,2,0.7,LogisticRegression(max_iter=10000),0.8,0.797,-0.039,0.77,-0.042,0.797,0.763,-0.039,105,0.299,0:00:01.010450,0:00:03.204322
100,5,2,0.6,MultinomialNB(),0.729,0.717,-0.118,0.706,-0.106,0.717,0.726,-0.076,47,0.134,0:00:00.014715,0:00:02.625456
100,5,2,0.6,LinearSVC(max_iter=10000),0.796,0.79,-0.045,0.752,-0.06,0.79,0.739,-0.063,47,0.134,0:00:02.033260,0:00:02.625456
100,5,2,0.6,LogisticRegression(max_iter=10000),0.8,0.795,-0.041,0.756,-0.056,0.795,0.742,-0.06,47,0.134,0:00:00.479602,0:00:02.625456
100,10,1,1,MultinomialNB(),0.745,0.744,0,0.688,0,0.744,0.678,0,1540,1,0:00:00.201241,0:04:07.572375
100,10,1,1,LinearSVC(max_iter=10000),0.858,0.82,0,0.792,0,0.82,0.781,0,1540,1,0:06:37.331684,0:04:07.572375
100,10,1,1,LogisticRegression(max_iter=10000),0.855,0.826,0,0.801,0,0.826,0.791,0,1540,1,0:00:51.642814,0:04:07.572375
100,10,1,0.975,MultinomialNB(),0.746,0.743,-0.083,0.693,-0.108,0.743,0.683,-0.107,1138,0.739,0:00:00.155793,0:02:19.658816
100,10,1,0.975,LinearSVC(max_iter=10000),0.849,0.818,-0.008,0.792,-0.009,0.818,0.783,-0.008,1138,0.739,0:05:07.441488,0:02:19.658816
100,10,1,0.975,LogisticRegression(max_iter=10000),0.849,0.822,-0.003,0.798,-0.002,0.822,0.79,-0.001,1138,0.739,0:00:33.520344,0:02:19.658816
100,10,1,0.95,MultinomialNB(),0.742,0.735,-0.091,0.696,-0.104,0.735,0.69,-0.101,898,0.583,0:00:00.118232,0:01:31.344840
100,10,1,0.95,LinearSVC(max_iter=10000),0.841,0.819,-0.007,0.794,-0.006,0.819,0.786,-0.005,898,0.583,0:03:59.547502,0:01:31.344840
100,10,1,0.95,LogisticRegression(max_iter=10000),0.842,0.824,-0.002,0.8,-0.001,0.824,0.792,0.001,898,0.583,0:00:20.126355,0:01:31.344840
100,10,1,0.925,MultinomialNB(),0.739,0.728,-0.097,0.7,-0.1,0.728,0.7,-0.091,741,0.481,0:00:00.112827,0:01:06.024144
100,10,1,0.925,LinearSVC(max_iter=10000),0.838,0.822,-0.003,0.797,-0.003,0.822,0.789,-0.002,741,0.481,0:03:01.971570,0:01:06.024144
100,10,1,0.925,LogisticRegression(max_iter=10000),0.84,0.824,-0.001,0.8,-0.001,0.824,0.791,0.001,741,0.481,0:00:15.810165,0:01:06.024144
100,10,1,0.9,MultinomialNB(),0.74,0.726,-0.099,0.705,-0.096,0.726,0.709,-0.082,635,0.412,0:00:00.087314,0:00:50.750653
100,10,1,0.9,LinearSVC(max_iter=10000),0.837,0.821,-0.004,0.797,-0.004,0.821,0.788,-0.002,635,0.412,0:02:47.008714,0:00:50.750653
100,10,1,0.9,LogisticRegression(max_iter=10000),0.839,0.822,-0.003,0.798,-0.002,0.822,0.79,-0.001,635,0.412,0:00:10.781727,0:00:50.750653
100,10,1,0.85,MultinomialNB(),0.744,0.738,-0.088,0.72,-0.081,0.738,0.728,-0.063,495,0.321,0:00:00.072122,0:00:34.694143
100,10,1,0.85,LinearSVC(max_iter=10000),0.831,0.821,-0.005,0.796,-0.005,0.821,0.787,-0.003,495,0.321,0:02:13.419954,0:00:34.694143
100,10,1,0.85,LogisticRegression(max_iter=10000),0.833,0.822,-0.004,0.798,-0.003,0.822,0.79,-0.001,495,0.321,0:00:07.644273,0:00:34.694143
100,10,1,0.8,MultinomialNB(),0.744,0.745,-0.081,0.729,-0.071,0.745,0.74,-0.05,392,0.255,0:00:00.057336,0:00:25.480198
100,10,1,0.8,LinearSVC(max_iter=10000),0.827,0.82,-0.006,0.794,-0.006,0.82,0.785,-0.006,392,0.255,0:01:38.552142,0:00:25.480198
100,10,1,0.8,LogisticRegression(max_iter=10000),0.829,0.822,-0.003,0.798,-0.003,0.822,0.789,-0.002,392,0.255,0:00:05.933526,0:00:25.480198
100,10,1,0.7,MultinomialNB(),0.756,0.756,-0.07,0.742,-0.059,0.756,0.754,-0.037,244,0.158,0:00:00.039249,0:00:15.874910
100,10,1,0.7,LinearSVC(max_iter=10000),0.81,0.808,-0.017,0.781,-0.019,0.808,0.773,-0.018,244,0.158,0:01:24.165812,0:00:15.874910
100,10,1,0.7,LogisticRegression(max_iter=10000),0.811,0.809,-0.016,0.782,-0.018,0.809,0.774,-0.017,244,0.158,0:00:03.660901,0:00:15.874910
100,10,1,0.6,MultinomialNB(),0.739,0.73,-0.096,0.718,-0.083,0.73,0.734,-0.057,109,0.071,0:00:00.023299,0:00:10.799037
100,10,1,0.6,LinearSVC(max_iter=10000),0.797,0.792,-0.033,0.762,-0.039,0.792,0.753,-0.038,109,0.071,0:00:17.874095,0:00:10.799037
100,10,1,0.6,LogisticRegression(max_iter=10000),0.798,0.793,-0.032,0.762,-0.038,0.793,0.753,-0.038,109,0.071,0:00:01.354385,0:00:10.799037
100,10,2,1,MultinomialNB(),0.745,0.744,0,0.693,0,0.744,0.683,0,1326,1,0:00:00.169908,0:03:04.791403
100,10,2,1,LinearSVC(max_iter=10000),0.854,0.82,0,0.795,0,0.82,0.787,0,1326,1,0:05:45.953685,0:03:04.791403
100,10,2,1,LogisticRegression(max_iter=10000),0.854,0.828,0,0.804,0,0.828,0.794,0,1326,1,0:00:41.959322,0:03:04.791403
100,10,2,0.975,MultinomialNB(),0.746,0.745,-0.084,0.697,-0.107,0.745,0.687,-0.107,1097,0.827,0:00:00.142828,0:02:09.358949
100,10,2,0.975,LinearSVC(max_iter=10000),0.848,0.819,-0.009,0.794,-0.009,0.819,0.786,-0.008,1097,0.827,0:04:58.518070,0:02:09.358949
100,10,2,0.975,LogisticRegression(max_iter=10000),0.849,0.823,-0.005,0.799,-0.005,0.823,0.79,-0.004,1097,0.827,0:00:30.154893,0:02:09.358949
100,10,2,0.95,MultinomialNB(),0.742,0.735,-0.093,0.697,-0.107,0.735,0.691,-0.103,891,0.672,0:00:00.128060,0:01:28.703303
100,10,2,0.95,LinearSVC(max_iter=10000),0.841,0.819,-0.009,0.794,-0.01,0.819,0.786,-0.008,891,0.672,0:03:55.176644,0:01:28.703303
100,10,2,0.95,LogisticRegression(max_iter=10000),0.842,0.824,-0.005,0.8,-0.004,0.824,0.792,-0.002,891,0.672,0:00:21.715041,0:01:28.703303
100,10,2,0.925,MultinomialNB(),0.74,0.728,-0.1,0.7,-0.104,0.728,0.7,-0.094,738,0.557,0:00:00.103895,0:01:03.938286
100,10,2,0.925,LinearSVC(max_iter=10000),0.838,0.822,-0.006,0.797,-0.006,0.822,0.788,-0.005,738,0.557,0:03:00.893806,0:01:03.938286
100,10,2,0.925,LogisticRegression(max_iter=10000),0.84,0.824,-0.004,0.8,-0.004,0.824,0.791,-0.003,738,0.557,0:00:15.014493,0:01:03.938286
100,10,2,0.9,MultinomialNB(),0.74,0.726,-0.102,0.705,-0.099,0.726,0.709,-0.085,635,0.479,0:00:00.089930,0:00:49.490683
100,10,2,0.9,LinearSVC(max_iter=10000),0.837,0.821,-0.008,0.796,-0.007,0.821,0.788,-0.006,635,0.479,0:02:50.380159,0:00:49.490683
100,10,2,0.9,LogisticRegression(max_iter=10000),0.839,0.822,-0.006,0.798,-0.005,0.822,0.79,-0.004,635,0.479,0:00:10.789122,0:00:49.490683
100,10,2,0.85,MultinomialNB(),0.744,0.738,-0.091,0.72,-0.084,0.738,0.728,-0.066,495,0.373,0:00:00.071475,0:00:34.241681
100,10,2,0.85,LinearSVC(max_iter=10000),0.831,0.821,-0.008,0.796,-0.008,0.821,0.787,-0.006,495,0.373,0:02:14.938031,0:00:34.241681
100,10,2,0.85,LogisticRegression(max_iter=10000),0.833,0.822,-0.006,0.798,-0.006,0.822,0.79,-0.004,495,0.373,0:00:07.675505,0:00:34.241681
100,10,2,0.8,MultinomialNB(),0.744,0.745,-0.084,0.729,-0.074,0.745,0.74,-0.053,392,0.296,0:00:00.057828,0:00:24.178982
100,10,2,0.8,LinearSVC(max_iter=10000),0.827,0.82,-0.009,0.794,-0.01,0.82,0.785,-0.009,392,0.296,0:01:52.802104,0:00:24.178982
100,10,2,0.8,LogisticRegression(max_iter=10000),0.829,0.822,-0.006,0.798,-0.006,0.822,0.789,-0.005,392,0.296,0:00:05.969589,0:00:24.178982
100,10,2,0.7,MultinomialNB(),0.756,0.756,-0.073,0.742,-0.062,0.756,0.754,-0.04,244,0.184,0:00:00.040530,0:00:14.948680
100,10,2,0.7,LinearSVC(max_iter=10000),0.81,0.808,-0.02,0.781,-0.022,0.808,0.773,-0.021,244,0.184,0:01:24.634570,0:00:14.948680
100,10,2,0.7,LogisticRegression(max_iter=10000),0.811,0.809,-0.019,0.782,-0.021,0.809,0.774,-0.02,244,0.184,0:00:03.642475,0:00:14.948680
100,10,2,0.6,MultinomialNB(),0.739,0.73,-0.098,0.718,-0.086,0.73,0.734,-0.06,109,0.082,0:00:00.022971,0:00:10.496888
100,10,2,0.6,LinearSVC(max_iter=10000),0.797,0.792,-0.036,0.762,-0.042,0.792,0.753,-0.041,109,0.082,0:00:16.648423,0:00:10.496888
100,10,2,0.6,LogisticRegression(max_iter=10000),0.798,0.793,-0.035,0.762,-0.041,0.793,0.753,-0.041,109,0.082,0:00:01.348038,0:00:10.496888
100,15,1,1,MultinomialNB(),0.744,0.745,0,0.688,0,0.745,0.678,0,1607,1,0:00:00.206734,0:04:30.020690
100,15,1,1,LinearSVC(max_iter=10000),0.857,0.816,0,0.791,0,0.816,0.784,0,1607,1,0:06:53.471220,0:04:30.020690
100,15,1,1,LogisticRegression(max_iter=10000),0.856,0.827,0,0.803,0,0.827,0.793,0,1607,1,0:00:54.096424,0:04:30.020690
100,15,1,0.975,MultinomialNB(),0.746,0.743,-0.084,0.692,-0.11,0.743,0.683,-0.11,1151,0.716,0:00:00.148380,0:02:23.215199
100,15,1,0.975,LinearSVC(max_iter=10000),0.848,0.818,-0.009,0.793,-0.01,0.818,0.784,-0.009,1151,0.716,0:05:09.963149,0:02:23.215199
100,15,1,0.975,LogisticRegression(max_iter=10000),0.849,0.822,-0.005,0.798,-0.005,0.822,0.789,-0.004,1151,0.716,0:00:31.442979,0:02:23.215199
100,15,1,0.95,MultinomialNB(),0.742,0.735,-0.092,0.697,-0.106,0.735,0.69,-0.102,899,0.559,0:00:00.119846,0:01:31.787005
100,15,1,0.95,LinearSVC(max_iter=10000),0.841,0.82,-0.008,0.795,-0.008,0.82,0.786,-0.007,899,0.559,0:03:59.069860,0:01:31.787005
100,15,1,0.95,LogisticRegression(max_iter=10000),0.842,0.824,-0.004,0.8,-0.003,0.824,0.792,-0.001,899,0.559,0:00:22.265153,0:01:31.787005
100,15,1,0.925,MultinomialNB(),0.739,0.728,-0.099,0.7,-0.102,0.728,0.7,-0.093,741,0.461,0:00:00.100411,0:01:05.848465
100,15,1,0.925,LinearSVC(max_iter=10000),0.838,0.822,-0.005,0.797,-0.006,0.822,0.788,-0.005,741,0.461,0:03:01.502622,0:01:05.848465
100,15,1,0.925,LogisticRegression(max_iter=10000),0.841,0.824,-0.003,0.8,-0.003,0.824,0.791,-0.002,741,0.461,0:00:13.856951,0:01:05.848465
100,15,1,0.9,MultinomialNB(),0.74,0.726,-0.101,0.705,-0.098,0.726,0.709,-0.084,635,0.395,0:00:00.088267,0:00:51.366491
100,15,1,0.9,LinearSVC(max_iter=10000),0.837,0.821,-0.006,0.797,-0.006,0.821,0.788,-0.004,635,0.395,0:02:49.762845,0:00:51.366491
100,15,1,0.9,LogisticRegression(max_iter=10000),0.839,0.822,-0.005,0.798,-0.004,0.822,0.79,-0.003,635,0.395,0:00:10.876984,0:00:51.366491
100,15,1,0.85,MultinomialNB(),0.744,0.738,-0.09,0.72,-0.083,0.738,0.728,-0.065,495,0.308,0:00:00.071880,0:00:35.365052
100,15,1,0.85,LinearSVC(max_iter=10000),0.831,0.821,-0.007,0.796,-0.007,0.821,0.787,-0.005,495,0.308,0:02:13.768994,0:00:35.365052
100,15,1,0.85,LogisticRegression(max_iter=10000),0.833,0.822,-0.005,0.798,-0.005,0.822,0.79,-0.003,495,0.308,0:00:07.405933,0:00:35.365052
100,15,1,0.8,MultinomialNB(),0.744,0.745,-0.083,0.729,-0.073,0.745,0.74,-0.052,392,0.244,0:00:00.057459,0:00:26.032439
100,15,1,0.8,LinearSVC(max_iter=10000),0.827,0.82,-0.008,0.794,-0.009,0.82,0.785,-0.008,392,0.244,0:01:53.597939,0:00:26.032439
100,15,1,0.8,LogisticRegression(max_iter=10000),0.829,0.822,-0.005,0.798,-0.005,0.822,0.789,-0.004,392,0.244,0:00:06.436208,0:00:26.032439
100,15,1,0.7,MultinomialNB(),0.756,0.756,-0.072,0.742,-0.061,0.756,0.754,-0.039,244,0.152,0:00:00.040648,0:00:16.342277
100,15,1,0.7,LinearSVC(max_iter=10000),0.81,0.808,-0.019,0.781,-0.021,0.808,0.773,-0.02,244,0.152,0:01:06.467749,0:00:16.342277
100,15,1,0.7,LogisticRegression(max_iter=10000),0.811,0.809,-0.018,0.782,-0.02,0.809,0.774,-0.019,244,0.152,0:00:03.664804,0:00:16.342277
100,15,1,0.6,MultinomialNB(),0.739,0.73,-0.097,0.718,-0.085,0.73,0.734,-0.059,109,0.068,0:00:00.023216,0:00:11.212359
100,15,1,0.6,LinearSVC(max_iter=10000),0.797,0.792,-0.035,0.762,-0.041,0.792,0.753,-0.04,109,0.068,0:00:11.064411,0:00:11.212359
100,15,1,0.6,LogisticRegression(max_iter=10000),0.798,0.793,-0.034,0.762,-0.04,0.793,0.753,-0.04,109,0.068,0:00:01.297836,0:00:11.212359
100,15,2,1,MultinomialNB(),0.745,0.744,0,0.691,0,0.744,0.681,0,1416,1,0:00:00.179602,0:03:30.505795
100,15,2,1,LinearSVC(max_iter=10000),0.856,0.818,0,0.791,0,0.818,0.781,0,1416,1,0:06:07.559508,0:03:30.505795
100,15,2,1,LogisticRegression(max_iter=10000),0.855,0.827,0,0.802,0,0.827,0.792,0,1416,1,0:00:44.104084,0:03:30.505795
100,15,2,0.975,MultinomialNB(),0.746,0.743,-0.083,0.694,-0.108,0.743,0.685,-0.107,1127,0.796,0:00:00.145851,0:02:17.647345
100,15,2,0.975,LinearSVC(max_iter=10000),0.847,0.818,-0.008,0.794,-0.008,0.818,0.786,-0.006,1127,0.796,0:05:05.569107,0:02:17.647345
100,15,2,0.975,LogisticRegression(max_iter=10000),0.849,0.822,-0.005,0.797,-0.004,0.822,0.789,-0.003,1127,0.796,0:00:31.881755,0:02:17.647345
100,15,2,0.95,MultinomialNB(),0.742,0.735,-0.092,0.696,-0.106,0.735,0.69,-0.102,898,0.634,0:00:00.119060,0:01:30.917368
100,15,2,0.95,LinearSVC(max_iter=10000),0.842,0.819,-0.008,0.794,-0.008,0.819,0.785,-0.007,898,0.634,0:04:00.456596,0:01:30.917368
100,15,2,0.95,LogisticRegression(max_iter=10000),0.842,0.823,-0.003,0.799,-0.003,0.823,0.791,-0.001,898,0.634,0:00:21.077915,0:01:30.917368
100,15,2,0.925,MultinomialNB(),0.74,0.728,-0.099,0.7,-0.102,0.728,0.7,-0.093,740,0.523,0:00:00.101613,0:01:04.709141
100,15,2,0.925,LinearSVC(max_iter=10000),0.838,0.822,-0.004,0.797,-0.004,0.822,0.789,-0.004,740,0.523,0:03:02.427330,0:01:04.709141
100,15,2,0.925,LogisticRegression(max_iter=10000),0.84,0.824,-0.002,0.8,-0.002,0.824,0.791,-0.001,740,0.523,0:00:15.726125,0:01:04.709141
100,15,2,0.9,MultinomialNB(),0.74,0.726,-0.1,0.705,-0.097,0.726,0.709,-0.083,635,0.448,0:00:00.089214,0:00:50.353291
100,15,2,0.9,LinearSVC(max_iter=10000),0.837,0.821,-0.005,0.797,-0.005,0.821,0.788,-0.004,635,0.448,0:02:46.877551,0:00:50.353291
100,15,2,0.9,LogisticRegression(max_iter=10000),0.839,0.822,-0.004,0.798,-0.004,0.822,0.79,-0.002,635,0.448,0:00:10.861427,0:00:50.353291
100,15,2,0.85,MultinomialNB(),0.744,0.738,-0.089,0.72,-0.082,0.738,0.728,-0.064,495,0.35,0:00:00.071914,0:00:34.389075
100,15,2,0.85,LinearSVC(max_iter=10000),0.831,0.821,-0.006,0.796,-0.006,0.821,0.787,-0.005,495,0.35,0:02:13.056901,0:00:34.389075
100,15,2,0.85,LogisticRegression(max_iter=10000),0.833,0.822,-0.005,0.798,-0.004,0.822,0.79,-0.002,495,0.35,0:00:07.423431,0:00:34.389075
100,15,2,0.8,MultinomialNB(),0.744,0.745,-0.082,0.729,-0.072,0.745,0.74,-0.052,392,0.277,0:00:00.059094,0:00:24.682065
100,15,2,0.8,LinearSVC(max_iter=10000),0.827,0.82,-0.007,0.794,-0.008,0.82,0.785,-0.007,392,0.277,0:01:52.876785,0:00:24.682065
100,15,2,0.8,LogisticRegression(max_iter=10000),0.829,0.822,-0.004,0.798,-0.004,0.822,0.789,-0.003,392,0.277,0:00:06.399264,0:00:24.682065
100,15,2,0.7,MultinomialNB(),0.756,0.756,-0.071,0.742,-0.06,0.756,0.754,-0.038,244,0.172,0:00:00.039777,0:00:15.246090
100,15,2,0.7,LinearSVC(max_iter=10000),0.81,0.808,-0.018,0.781,-0.021,0.808,0.773,-0.02,244,0.172,0:01:24.788788,0:00:15.246090
100,15,2,0.7,LogisticRegression(max_iter=10000),0.811,0.809,-0.017,0.782,-0.019,0.809,0.774,-0.018,244,0.172,0:00:03.682389,0:00:15.246090
100,15,2,0.6,MultinomialNB(),0.739,0.73,-0.097,0.718,-0.084,0.73,0.734,-0.058,109,0.077,0:00:00.023006,0:00:10.049164
100,15,2,0.6,LinearSVC(max_iter=10000),0.797,0.792,-0.034,0.762,-0.04,0.792,0.753,-0.039,109,0.077,0:00:11.065174,0:00:10.049164
100,15,2,0.6,LogisticRegression(max_iter=10000),0.798,0.793,-0.033,0.762,-0.04,0.793,0.753,-0.039,109,0.077,0:00:01.283657,0:00:10.049164
